Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Libellé de liste 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Libellé de liste 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Libellé de liste 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Libellé de liste 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Libellé de liste 5,Voix 5,% Voix/inscrits 5,% Voix/exprimés 5,Libellé de liste 6,Voix 6,% Voix/inscrits 6,% Voix/exprimés 6,Libellé de liste 7,Voix 7,% Voix/inscrits 7,% Voix/exprimés 7,Libellé de liste 8,Voix 8,% Voix/inscrits 8,% Voix/exprimés 8,Libellé de liste 9,Voix 9,% Voix/inscrits 9,% Voix/exprimés 9,Libellé de liste 10,Voix 10,% Voix/inscrits 10,% Voix/exprimés 10,Libellé de liste 11,Voix 11,% Voix/inscrits 11,% Voix/exprimés 11,TOTAL GAUCHE,TOTAL EXT GAUCHE,TOTAL DROITE,TOTAL EXT DROITE,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Nom candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Nom candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,DIFF T1-2 GAUCHE,DIFF T1-2 CAZ/DES,VOIX EXT DROITE T1,REPORT GAUCHE,ABSTENTIONNISTE T2 PAR RAPPORT AU T1,voix Dessertine T1,,Gauche hors Hurmic 1er tour,INDICE FUITE GAUCHE,TAUX DÉMOBILISATION,INDICE DE FUITE DROITE,MOBILISATION GAUCHE T1,MOBILISATION DROITE T1,MOBILISATION GAUCHE T2,MOBILISATION DROITE T2,ÉVOLUTION GAUCHE 
3061,1122,654,"58,29 %",468,"41,71 %",648,"57,75 %","99,08 %",3,"0,27 %","0,46 %",3,"0,27 %","0,46 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,18 %","0,31 %",Faire Gagner Bordeaux,202,"18,00 %","31,17 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,18 %","0,31 %",BORDEAUX EN CONFIANCE,121,"10,78 %","18,67 %",FAIRE MIEUX POUR BORDEAUX,29,"2,58 %","4,48 %",A LA RECONQUÊTE DE BORDEAUX,16,"1,43 %","2,47 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,168,"14,97 %","25,93 %",Lutte ouvrière - le camp des travailleurs,4,"0,36 %","0,62 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,77,"6,86 %","11,88 %",UNION DE LA GAUCHE,12,"1,07 %","1,85 %",ROUGE BORDEAUX ANTICAPITALISTE,15,"1,34 %","2,31 %",133,52,370,93,1122,616,"54,90 %",506,"45,10 %",596,"53,12 %","96,75 %",15,"1,34 %","2,44 %",5,"0,45 %","0,81 %",CAZENAVE,392,"34,94 %","65,77 %",HURMIC,204,"18,18 %","34,23 %",19,22,93,"110,27%",38,168,,64,"-10,27%","20,54%","-38,38%","16,49","41,27","18,18","34,94","10,27"
3062,1127,777,"68,94 %",350,"31,06 %",774,"68,68 %","99,61 %",1,"0,09 %","0,13 %",2,"0,18 %","0,26 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,13 %",Faire Gagner Bordeaux,256,"22,72 %","33,07 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,0,"0,00 %","0,00 %",BORDEAUX EN CONFIANCE,119,"10,56 %","15,37 %",FAIRE MIEUX POUR BORDEAUX,23,"2,04 %","2,97 %",A LA RECONQUÊTE DE BORDEAUX,16,"1,42 %","2,07 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,301,"26,71 %","38,89 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,45,"3,99 %","5,81 %",UNION DE LA GAUCHE,3,"0,27 %","0,39 %",ROUGE BORDEAUX ANTICAPITALISTE,10,"0,89 %","1,29 %",122,34,557,61,1128,762,"67,55 %",366,"32,45 %",739,"65,51 %","96,98 %",18,"1,60 %","2,36 %",5,"0,44 %","0,66 %",CAZENAVE,562,"49,82 %","76,05 %",HURMIC,177,"15,69 %","23,95 %",21,5,61,"113,46%",15,301,,37,"-13,46%","10,26%","-35,90%","13,84","54,84","15,69","49,82","13,46"
3063,1217,791,"65,00 %",426,"35,00 %",781,"64,17 %","98,74 %",8,"0,66 %","1,01 %",2,"0,16 %","0,25 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,16 %","0,26 %",Faire Gagner Bordeaux,241,"19,80 %","30,86 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,1,"0,08 %","0,13 %",BORDEAUX EN CONFIANCE,170,"13,97 %","21,77 %",FAIRE MIEUX POUR BORDEAUX,30,"2,47 %","3,84 %",A LA RECONQUÊTE DE BORDEAUX,8,"0,66 %","1,02 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,236,"19,39 %","30,22 %",Lutte ouvrière - le camp des travailleurs,1,"0,08 %","0,13 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,73,"6,00 %","9,35 %",UNION DE LA GAUCHE,10,"0,82 %","1,28 %",ROUGE BORDEAUX ANTICAPITALISTE,9,"0,74 %","1,15 %",180,43,477,81,1218,782,"64,20 %",436,"35,80 %",741,"60,84 %","94,76 %",30,"2,46 %","3,84 %",11,"0,90 %","1,41 %",CAZENAVE,485,"39,82 %","65,45 %",HURMIC,256,"21,02 %","34,55 %",33,8,81,"114,80%",9,236,,53,"-14,80%","4,48%","-32,74%","18,32","45,85","21,02","39,82","14,80"
3064,1120,680,"60,71 %",440,"39,29 %",670,"59,82 %","98,53 %",6,"0,54 %","0,88 %",4,"0,36 %","0,59 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,15 %",Faire Gagner Bordeaux,220,"19,64 %","32,84 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,27 %","0,45 %",BORDEAUX EN CONFIANCE,105,"9,38 %","15,67 %",FAIRE MIEUX POUR BORDEAUX,18,"1,61 %","2,69 %",A LA RECONQUÊTE DE BORDEAUX,15,"1,34 %","2,24 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,215,"19,20 %","32,09 %",Lutte ouvrière - le camp des travailleurs,2,"0,18 %","0,30 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,65,"5,80 %","9,70 %",UNION DE LA GAUCHE,8,"0,71 %","1,19 %",ROUGE BORDEAUX ANTICAPITALISTE,18,"1,61 %","2,69 %",113,42,435,80,1120,655,"58,48 %",465,"41,52 %",625,"55,80 %","95,42 %",24,"2,14 %","3,66 %",6,"0,54 %","0,92 %",CAZENAVE,446,"39,82 %","71,36 %",HURMIC,179,"15,98 %","28,64 %",24,11,80,"115,48%",25,215,,50,"-15,48%","16,13%","-44,52%","13,84","45,98","15,98","39,82","15,48"
3065,1152,733,"63,63 %",419,"36,37 %",728,"63,19 %","99,32 %",3,"0,26 %","0,41 %",2,"0,17 %","0,27 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,14 %",Faire Gagner Bordeaux,246,"21,35 %","33,79 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,6,"0,52 %","0,82 %",BORDEAUX EN CONFIANCE,124,"10,76 %","17,03 %",FAIRE MIEUX POUR BORDEAUX,23,"2,00 %","3,16 %",A LA RECONQUÊTE DE BORDEAUX,13,"1,13 %","1,79 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,203,"17,62 %","27,88 %",Lutte ouvrière - le camp des travailleurs,3,"0,26 %","0,41 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,73,"6,34 %","10,03 %",UNION DE LA GAUCHE,17,"1,48 %","2,34 %",ROUGE BORDEAUX ANTICAPITALISTE,19,"1,65 %","2,61 %",141,52,449,86,1153,700,"60,71 %",453,"39,29 %",678,"58,80 %","96,86 %",16,"1,39 %","2,29 %",6,"0,52 %","0,86 %",CAZENAVE,478,"41,46 %","70,50 %",HURMIC,200,"17,35 %","29,50 %",7,29,86,"103,63%",33,203,,69,"-3,63%","17,62%","-29,53%","16,75","46,44","17,35","41,46","3,63"
3081,1230,744,"60,49 %",486,"39,51 %",739,"60,08 %","99,33 %",3,"0,24 %","0,40 %",2,"0,16 %","0,27 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,224,"18,21 %","30,31 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,33 %","0,54 %",BORDEAUX EN CONFIANCE,183,"14,88 %","24,76 %",FAIRE MIEUX POUR BORDEAUX,19,"1,54 %","2,57 %",A LA RECONQUÊTE DE BORDEAUX,17,"1,38 %","2,30 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,181,"14,72 %","24,49 %",Lutte ouvrière - le camp des travailleurs,2,"0,16 %","0,27 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,80,"6,50 %","10,83 %",UNION DE LA GAUCHE,12,"0,98 %","1,62 %",ROUGE BORDEAUX ANTICAPITALISTE,17,"1,38 %","2,30 %",195,42,405,97,1230,735,"59,76 %",495,"40,24 %",710,"57,72 %","96,60 %",20,"1,63 %","2,72 %",5,"0,41 %","0,68 %",CAZENAVE,443,"36,02 %","62,39 %",HURMIC,267,"21,71 %","37,61 %",30,38,97,"112,66%",9,181,,54,"-12,66%","3,80%","-24,89%","19,27","40,81","21,71","36,02","12,66"
3082,1197,756,"63,16 %",441,"36,84 %",744,"62,16 %","98,41 %",8,"0,67 %","1,06 %",4,"0,33 %","0,53 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,08 %","0,13 %",Faire Gagner Bordeaux,221,"18,46 %","29,70 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,25 %","0,40 %",BORDEAUX EN CONFIANCE,135,"11,28 %","18,15 %",FAIRE MIEUX POUR BORDEAUX,32,"2,67 %","4,30 %",A LA RECONQUÊTE DE BORDEAUX,20,"1,67 %","2,69 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,208,"17,38 %","27,96 %",Lutte ouvrière - le camp des travailleurs,3,"0,25 %","0,40 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,78,"6,52 %","10,48 %",UNION DE LA GAUCHE,13,"1,09 %","1,75 %",ROUGE BORDEAUX ANTICAPITALISTE,30,"2,51 %","4,03 %",148,69,429,98,1198,722,"60,27 %",476,"39,73 %",689,"57,51 %","95,43 %",18,"1,50 %","2,49 %",15,"1,25 %","2,08 %",CAZENAVE,454,"37,90 %","65,89 %",HURMIC,235,"19,62 %","34,11 %",18,25,98,"108,29%",34,208,,82,"-8,29%","16,13%","-33,64%","18,13","44,03","19,62","37,90","8,29"
3083,1139,555,"48,73 %",584,"51,27 %",545,"47,85 %","98,20 %",4,"0,35 %","0,72 %",6,"0,53 %","1,08 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,18 %",Faire Gagner Bordeaux,145,"12,73 %","26,61 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,35 %","0,73 %",BORDEAUX EN CONFIANCE,124,"10,89 %","22,75 %",FAIRE MIEUX POUR BORDEAUX,32,"2,81 %","5,87 %",A LA RECONQUÊTE DE BORDEAUX,16,"1,40 %","2,94 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,111,"9,75 %","20,37 %",Lutte ouvrière - le camp des travailleurs,5,"0,44 %","0,92 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,78,"6,85 %","14,31 %",UNION DE LA GAUCHE,9,"0,79 %","1,65 %",ROUGE BORDEAUX ANTICAPITALISTE,20,"1,76 %","3,67 %",133,62,256,94,1139,536,"47,06 %",603,"52,94 %",515,"45,22 %","96,08 %",14,"1,23 %","2,61 %",7,"0,61 %","1,31 %",CAZENAVE,295,"25,90 %","57,28 %",HURMIC,220,"19,32 %","42,72 %",25,39,94,"112,82%",19,111,,71,"-12,82%","9,74%","-28,21%","17,12","30,73","19,32","25,90","12,82"
3084,1220,790,"64,75 %",430,"35,25 %",780,"63,93 %","98,73 %",6,"0,49 %","0,76 %",4,"0,33 %","0,51 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,264,"21,64 %","33,85 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,16 %","0,26 %",BORDEAUX EN CONFIANCE,147,"12,05 %","18,85 %",FAIRE MIEUX POUR BORDEAUX,24,"1,97 %","3,08 %",A LA RECONQUÊTE DE BORDEAUX,27,"2,21 %","3,46 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,213,"17,46 %","27,31 %",Lutte ouvrière - le camp des travailleurs,2,"0,16 %","0,26 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,72,"5,90 %","9,23 %",UNION DE LA GAUCHE,9,"0,74 %","1,15 %",ROUGE BORDEAUX ANTICAPITALISTE,20,"1,64 %","2,56 %",156,48,477,99,1221,795,"65,11 %",426,"34,89 %",761,"62,33 %","95,72 %",18,"1,47 %","2,26 %",16,"1,31 %","2,01 %",CAZENAVE,530,"43,41 %","69,65 %",HURMIC,231,"18,92 %","30,35 %",27,53,99,"113,24%",-5,213,,57,"-13,24%","-1,96%","-22,55%","16,72","47,21","18,92","43,41","13,24"
3085,1174,781,"66,52 %",393,"33,48 %",771,"65,67 %","98,72 %",8,"0,68 %","1,02 %",2,"0,17 %","0,26 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,17 %","0,26 %",Faire Gagner Bordeaux,249,"21,21 %","32,30 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,6,"0,51 %","0,78 %",BORDEAUX EN CONFIANCE,149,"12,69 %","19,33 %",FAIRE MIEUX POUR BORDEAUX,24,"2,04 %","3,11 %",A LA RECONQUÊTE DE BORDEAUX,22,"1,87 %","2,85 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,221,"18,82 %","28,66 %",Lutte ouvrière - le camp des travailleurs,3,"0,26 %","0,39 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,65,"5,54 %","8,43 %",UNION DE LA GAUCHE,10,"0,85 %","1,30 %",ROUGE BORDEAUX ANTICAPITALISTE,20,"1,70 %","2,59 %",159,55,470,87,1175,765,"65,11 %",410,"34,89 %",740,"62,98 %","96,73 %",21,"1,79 %","2,75 %",4,"0,34 %","0,52 %",CAZENAVE,520,"44,26 %","70,27 %",HURMIC,220,"18,72 %","29,73 %",6,50,87,"102,80%",16,221,,65,"-2,80%","7,94%","-17,29%","18,23","47,44","18,72","44,26","2,80"
3101,1107,693,"62,60 %",414,"37,40 %",685,"61,88 %","98,85 %",4,"0,36 %","0,58 %",4,"0,36 %","0,58 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,18 %","0,29 %",Faire Gagner Bordeaux,231,"20,87 %","33,72 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,5,"0,45 %","0,73 %",BORDEAUX EN CONFIANCE,142,"12,83 %","20,73 %",FAIRE MIEUX POUR BORDEAUX,23,"2,08 %","3,36 %",A LA RECONQUÊTE DE BORDEAUX,17,"1,54 %","2,48 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,164,"14,81 %","23,94 %",Lutte ouvrière - le camp des travailleurs,2,"0,18 %","0,29 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,71,"6,41 %","10,36 %",UNION DE LA GAUCHE,8,"0,72 %","1,17 %",ROUGE BORDEAUX ANTICAPITALISTE,20,"1,81 %","2,92 %",150,52,395,88,1107,695,"62,78 %",412,"37,22 %",667,"60,25 %","95,97 %",18,"1,63 %","2,59 %",10,"0,90 %","1,44 %",CAZENAVE,438,"39,57 %","65,67 %",HURMIC,229,"20,69 %","34,33 %",27,43,88,"113,37%",-2,164,,60,"-13,37%","-0,99%","-22,28%","18,25","43,63","20,69","39,57","13,37"
3102,1224,789,"64,46 %",435,"35,54 %",778,"63,56 %","98,61 %",10,"0,82 %","1,27 %",1,"0,08 %","0,13 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,307,"25,08 %","39,46 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,0,"0,00 %","0,00 %",BORDEAUX EN CONFIANCE,125,"10,21 %","16,07 %",FAIRE MIEUX POUR BORDEAUX,11,"0,90 %","1,41 %",A LA RECONQUÊTE DE BORDEAUX,19,"1,55 %","2,44 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,217,"17,73 %","27,89 %",Lutte ouvrière - le camp des travailleurs,1,"0,08 %","0,13 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,75,"6,13 %","9,64 %",UNION DE LA GAUCHE,9,"0,74 %","1,16 %",ROUGE BORDEAUX ANTICAPITALISTE,14,"1,14 %","1,80 %",134,26,524,94,1226,810,"66,07 %",416,"33,93 %",768,"62,64 %","94,81 %",32,"2,61 %","3,95 %",10,"0,82 %","1,23 %",CAZENAVE,564,"46,00 %","73,44 %",HURMIC,204,"16,64 %","26,56 %",44,40,94,"127,50%",-21,217,,35,"-27,50%","-11,88%","-33,75%","13,07","50,49","16,64","46,00","27,50"
3103,1149,733,"63,79 %",416,"36,21 %",724,"63,01 %","98,77 %",7,"0,61 %","0,95 %",2,"0,17 %","0,27 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,251,"21,85 %","34,67 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,1,"0,09 %","0,14 %",BORDEAUX EN CONFIANCE,122,"10,62 %","16,85 %",FAIRE MIEUX POUR BORDEAUX,25,"2,18 %","3,45 %",A LA RECONQUÊTE DE BORDEAUX,11,"0,96 %","1,52 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,177,"15,40 %","24,45 %",Lutte ouvrière - le camp des travailleurs,6,"0,52 %","0,83 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,99,"8,62 %","13,67 %",UNION DE LA GAUCHE,11,"0,96 %","1,52 %",ROUGE BORDEAUX ANTICAPITALISTE,21,"1,83 %","2,90 %",133,53,428,110,1149,683,"59,44 %",466,"40,56 %",652,"56,74 %","95,46 %",22,"1,91 %","3,22 %",9,"0,78 %","1,32 %",CAZENAVE,465,"40,47 %","71,32 %",HURMIC,187,"16,28 %","28,68 %",1,37,110,"100,54%",50,177,,64,"-0,54%","26,88%","-39,25%","16,19","46,82","16,28","40,47","0,54"
3104,1064,639,"60,06 %",425,"39,94 %",633,"59,49 %","99,06 %",4,"0,38 %","0,63 %",2,"0,19 %","0,31 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,208,"19,55 %","32,86 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,19 %","0,32 %",BORDEAUX EN CONFIANCE,103,"9,68 %","16,27 %",FAIRE MIEUX POUR BORDEAUX,17,"1,60 %","2,69 %",A LA RECONQUÊTE DE BORDEAUX,19,"1,79 %","3,00 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,209,"19,64 %","33,02 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,16 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,51,"4,79 %","8,06 %",UNION DE LA GAUCHE,16,"1,50 %","2,53 %",ROUGE BORDEAUX ANTICAPITALISTE,7,"0,66 %","1,11 %",119,27,417,70,1064,604,"56,77 %",460,"43,23 %",582,"54,70 %","96,36 %",13,"1,22 %","2,15 %",9,"0,85 %","1,49 %",CAZENAVE,420,"39,47 %","72,16 %",HURMIC,162,"15,23 %","27,84 %",16,3,70,"110,96%",35,209,,43,"-10,96%","23,97%","-45,89%","13,72","45,77","15,23","39,47","10,96"
3105,1222,765,"62,60 %",457,"37,40 %",757,"61,95 %","98,95 %",6,"0,49 %","0,78 %",2,"0,16 %","0,26 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,08 %","0,13 %",Faire Gagner Bordeaux,239,"19,56 %","31,57 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,33 %","0,53 %",BORDEAUX EN CONFIANCE,158,"12,93 %","20,87 %",FAIRE MIEUX POUR BORDEAUX,36,"2,95 %","4,76 %",A LA RECONQUÊTE DE BORDEAUX,16,"1,31 %","2,11 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,195,"15,96 %","25,76 %",Lutte ouvrière - le camp des travailleurs,4,"0,33 %","0,53 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,62,"5,07 %","8,19 %",UNION DE LA GAUCHE,10,"0,82 %","1,32 %",ROUGE BORDEAUX ANTICAPITALISTE,32,"2,62 %","4,23 %",168,77,434,78,1222,724,"59,25 %",498,"40,75 %",699,"57,20 %","96,55 %",11,"0,90 %","1,52 %",14,"1,15 %","1,93 %",CAZENAVE,440,"36,01 %","62,95 %",HURMIC,259,"21,19 %","37,05 %",14,6,78,"105,71%",41,195,,87,"-5,71%","16,73%","-29,39%","20,05","41,90","21,19","36,01","5,71"
3106,1309,681,"52,02 %",628,"47,98 %",673,"51,41 %","98,83 %",5,"0,38 %","0,73 %",3,"0,23 %","0,44 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,08 %","0,15 %",Faire Gagner Bordeaux,210,"16,04 %","31,20 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,15 %","0,30 %",BORDEAUX EN CONFIANCE,149,"11,38 %","22,14 %",FAIRE MIEUX POUR BORDEAUX,43,"3,28 %","6,39 %",A LA RECONQUÊTE DE BORDEAUX,11,"0,84 %","1,63 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,125,"9,55 %","18,57 %",Lutte ouvrière - le camp des travailleurs,3,"0,23 %","0,45 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,78,"5,96 %","11,59 %",UNION DE LA GAUCHE,17,"1,30 %","2,53 %",ROUGE BORDEAUX ANTICAPITALISTE,34,"2,60 %","5,05 %",166,83,335,89,1310,682,"52,06 %",628,"47,94 %",665,"50,76 %","97,51 %",13,"0,99 %","1,91 %",4,"0,31 %","0,59 %",CAZENAVE,403,"30,76 %","60,60 %",HURMIC,262,"20,00 %","39,40 %",13,68,89,"105,22%",-1,125,,100,"-5,22%","0,00%","-8,43%","19,02","32,39","20,00","30,76","5,22"
3107,200,1,"0,50 %",199,"99,50 %",1,"0,50 %","100,00 %",0,"0,00 %","0,00 %",0,"0,00 %","0,00 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,0,"0,00 %","0,00 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,0,"0,00 %","0,00 %",BORDEAUX EN CONFIANCE,0,"0,00 %","0,00 %",FAIRE MIEUX POUR BORDEAUX,0,"0,00 %","0,00 %",A LA RECONQUÊTE DE BORDEAUX,0,"0,00 %","0,00 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,0,"0,00 %","0,00 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,1,"0,50 %","100,00 %",UNION DE LA GAUCHE,0,"0,00 %","0,00 %",ROUGE BORDEAUX ANTICAPITALISTE,0,"0,00 %","0,00 %",0,0,0,1,200,1,"0,50 %",199,"99,50 %",1,"0,50 %","100,00 %",0,"0,00 %","0,00 %",0,"0,00 %","0,00 %",CAZENAVE,1,"0,50 %","100,00 %",HURMIC,0,"0,00 %","0,00 %",0,1,1,#DIV/0!,0,0,,0,#DIV/0!,#DIV/0!,#DIV/0!,"0,00","0,50","0,00","0,50",#DIV/0!
3121,1074,706,"65,74 %",368,"34,26 %",702,"65,36 %","99,43 %",3,"0,28 %","0,42 %",1,"0,09 %","0,14 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,256,"23,84 %","36,47 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,0,"0,00 %","0,00 %",BORDEAUX EN CONFIANCE,116,"10,80 %","16,52 %",FAIRE MIEUX POUR BORDEAUX,12,"1,12 %","1,71 %",A LA RECONQUÊTE DE BORDEAUX,16,"1,49 %","2,28 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,251,"23,37 %","35,75 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,40,"3,72 %","5,70 %",UNION DE LA GAUCHE,2,"0,19 %","0,28 %",ROUGE BORDEAUX ANTICAPITALISTE,9,"0,84 %","1,28 %",118,21,507,56,1075,707,"65,77 %",368,"34,23 %",682,"63,44 %","96,46 %",16,"1,49 %","2,26 %",9,"0,84 %","1,27 %",CAZENAVE,525,"48,84 %","76,98 %",HURMIC,157,"14,60 %","23,02 %",18,18,56,"112,95%",-1,251,,23,"-12,95%","0,00%","-27,34%","12,94","52,42","14,60","48,84","12,95"
3122,1118,735,"65,74 %",383,"34,26 %",728,"65,12 %","99,05 %",4,"0,36 %","0,54 %",3,"0,27 %","0,41 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,14 %",Faire Gagner Bordeaux,228,"20,39 %","31,32 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,1,"0,09 %","0,14 %",BORDEAUX EN CONFIANCE,126,"11,27 %","17,31 %",FAIRE MIEUX POUR BORDEAUX,32,"2,86 %","4,40 %",A LA RECONQUÊTE DE BORDEAUX,25,"2,24 %","3,43 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,229,"20,48 %","31,46 %",Lutte ouvrière - le camp des travailleurs,2,"0,18 %","0,27 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,62,"5,55 %","8,52 %",UNION DE LA GAUCHE,7,"0,63 %","0,96 %",ROUGE BORDEAUX ANTICAPITALISTE,15,"1,34 %","2,06 %",133,51,457,87,1118,728,"65,12 %",390,"34,88 %",701,"62,70 %","96,29 %",17,"1,52 %","2,34 %",10,"0,89 %","1,37 %",CAZENAVE,485,"43,38 %","69,19 %",HURMIC,216,"19,32 %","30,81 %",32,28,87,"117,39%",7,229,,58,"-17,39%","3,80%","-32,07%","16,46","48,66","19,32","43,38","17,39"
